row_index,organization_original,standardized_org,similarity_score
28112,Drinker Biddle & Reath LLP,Faegre Drinker Biddle & Reath LLP,100.0
28114,Shumaker and Sieffert,"Shumaker & Sieffert, P.A.",100.0
28125,Haynes and Boone LLP,"Haynes and Boone, LLP",100.0
28126,Kilpatrick Stockton LLP,Kilpatrick Townsend & Stockton LLP,100.0
28136,"Finnegan, Henderson, Farabow, Garrett and Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
28146,"Harness, Dickey and Pierce, P.L.C.","Harness, Dickey & Pierce, P.L.C.",100.0
28151,Knobbe Martens,"Knobbe, Martens, Olson & Bear, LLP",100.0
28188,Fish and Richardson P.C.,Fish & Richardson P.C.,100.0
28190,Wilson Sonsini Goodrich Rosati,Wilson Sonsini Goodrich & Rosati,100.0
28200,"McDermott Will & Emery, LLP",McDermott Will & Emery LLP,100.0
28203,"Holland & Hart ,LLP",Holland & Hart LLP,100.0
28205,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
28220,Kowert Hood Munyon Rankin and Goetzel PC,"Kowert, Hood, Munyon, Rankin & Goetzel, P.C.",100.0
28223,"Greer Burns and Crain, Ltd.","Greer, Burns & Crain, Ltd.",100.0
28227,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
28228,McAndrews Held and Malloy LTD,"McAndrews, Held & Malloy, Ltd.",100.0
28244,Novak Druce Carroll LLP. Texas Tower,NOVAK DRUCE CARROLL LLP,100.0
28252,Stites & Harbison PLLC,"Stites & Harbison, PLLC",100.0
28267,Slater Matsil,"Slater Matsil, LLP",100.0
28275,Perkins Coie,Perkins Coie LLP,100.0
28281,"F. Chau & Associates, LLC","F. CHAU & ASSOCIATES, LLC",100.0
28282,"Flynn, Thiel, Boutell & Tanis, P.C.","FLYNN THIEL, P.C.",100.0
28294,Banner Witcoff,"Banner & Witcoff, Ltd.",100.0
28295,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
28302,Guntin & Gust,"Guntin & Gust, PLC",100.0
28305,Banner & Witcoff. Ltd.,"Banner & Witcoff, Ltd.",100.0
28310,"Calfee, Halter & Griswold LLP 1200 Huntington Center","Calfee, Halter & Griswold LLP",100.0
28316,Carr & Ferrell LLP Attorneys At Law,Carr & Ferrell LLP,100.0
28324,Procopio Cory Hargreaves and Savitch LLP,"Procopio, Cory, Hargreaves & Savitch LLP",100.0
28327,"Rothwell Figg Ernst & Manbeck, P.C.","Rothwell, Figg, Ernst & Manbeck, P.C.",100.0
28333,Fletcher Yoder,"Fletcher Yoder, P.C.",100.0
28353,Hayes Soloway P.C.,HAYES SOLOWAY P.C.,100.0
28358,"Konrad, Raynes, Davda & Victor LLP","KONRAD, RAYNES, DAVDA & VICTOR LLP",100.0
28363,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
28368,Knobbe Martens Olson and Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
28374,"Marshall Gerstein & Borun, LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
28375,"PATTERSON & SHERIDAN, LLP","Patterson + Sheridan, LLP",100.0
28385,Morrison and Foerster LLP,Morrison & Foerster LLP,100.0
28386,Fletcher Yoder,"Fletcher Yoder, P.C.",100.0
28390,"Park, Vaughan, Fleming & Dowler, LLP","Park, Vaughan, Fleming & Dowler LLP",100.0
28394,Brownstein Hyatt Farber Schreck,"Brownstein Hyatt Farber Schreck, LLP",100.0
28396,"Banner & Witcoff, LTD","Banner & Witcoff, Ltd.",100.0
28398,"Finnegan, Henderson, Farabow, Garrett & Dunner L.L.P.","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
28418,Morrison Foerster,Morrison & Foerster LLP,100.0
28427,Hanley Flight and Zimmerman,"Hanley, Flight & Zimmerman, LLC",100.0
28428,Alston & Bird LLP Vantage South End,Alston & Bird LLP,100.0
28440,"Birch, Stewart, Kolasch, Birch LLP","Birch, Stewart, Kolasch & Birch, LLP",100.0
28444,Workman Nydegger and Seeley,Workman Nydegger,100.0
28446,"Dinsmore & Shohl, LLP",Dinsmore & Shohl LLP,100.0
28448,Squire Patton Boggs,SQUIRE PATTON BOGGS (US) LLP,100.0
28449,Wilson Sonsini Goodrich and Rosati PC,Wilson Sonsini Goodrich & Rosati,100.0
28456,Miller Nash,Miller Nash LLP,100.0
28484,Mintz Levin Cohn Ferris Glovsky Popeo,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
28497,Harter Secrest & Emery,Harter Secrest & Emery LLP,100.0
28508,K & L Gates LLP,K&L Gates LLP,100.0
28512,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
28517,"Michael Best & Friedrich, LLP",Michael Best & Friedrich LLP,100.0
28522,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
28531,"Perkins Coie, LLP",Perkins Coie LLP,100.0
28532,"Dority and Manning, P.A.","Dority & Manning, P.A.",100.0
28533,Kilpatrick Townsend Stockton,Kilpatrick Townsend & Stockton LLP,100.0
28534,K&L Gates,K&L Gates LLP,100.0
28539,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
28541,Norton Rose Fulbright Canada,Norton Rose Fulbright Canada LLP,100.0
28548,Kinney & Lange,"Kinney & Lange, P.A.",100.0
28557,"Lerner, David, Littenberg, Krumholz & Mentlik, LLP",Lerner David LLP,100.0
28563,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
28574,Seager Tufte and Wickhem LLC,"Seager, Tufte & Wickhem, LLP",100.0
28575,Sheridan Ross PC,Sheridan Ross P.C.,100.0
28587,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
28599,"McDonnell, Boehnen, Hulbert & Berghoff LLP",McDonnell Boehnen Hulbert & Berghoff LLP,100.0
28600,Wood Herron and Evans LLP,Wood Herron & Evans LLP,100.0
28605,"Birch Stewart Kolasch & Birch, LLP","Birch, Stewart, Kolasch & Birch, LLP",100.0
28610,Crowell & Moring,Crowell & Moring LLP,100.0
28617,"Finnegan, Henderson, Farabow, Garrett & Dunner","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
28622,"Mintz Levin Cohn Ferris Glovsky and Popeo, PC","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
28628,Kilpatrick Townsend & Stockton,Kilpatrick Townsend & Stockton LLP,100.0
28634,Fish & Richardson P.C. The McPherson Building,Fish & Richardson P.C.,100.0
28642,"K&L Gates, LLP",K&L Gates LLP,100.0
28643,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
28647,Womble Bond Dickinson,Womble Bond Dickinson (US) LLP,100.0
28652,"Dinsmore & Shohl, LLP",Dinsmore & Shohl LLP,100.0
28655,"Banner and Witcoff, Ltd.","Banner & Witcoff, Ltd.",100.0
28657,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
28659,Renner Otto,"Renner, Otto, Boisselle & Sklar, LLP",100.0
28664,Morgan Lewis & Bockius LLP,"Morgan, Lewis & Bockius LLP",100.0
28665,Sheppard Mullin,Sheppard Mullin Richter & Hampton LLP,100.0
28669,"Dickinson Wright, PLLC",Dickinson Wright PLLC,100.0
28680,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
28692,"Harter, Secrest & Emery, LLP",Harter Secrest & Emery LLP,100.0
28693,"DLA Piper US, LLP",DLA Piper LLP (US),100.0
28696,Schwegman Lundberg & Woessner,"Schwegman Lundberg & Woessner, P.A.",100.0
28713,Husch Blackwell Sanders LLP Welsh & Katz,Husch Blackwell LLP,100.0
28718,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
28725,Thomas Horstemeyer,"Thomas | Horstemeyer, LLP",100.0
28726,"Wenderoth, Lind & Ponach, LLP","Wenderoth, Lind & Ponack, L.L.P.",95.23809523809524
28728,Birch Stewart Kolasch and Birch,"Birch, Stewart, Kolasch & Birch, LLP",100.0
28737,Reising Ethington Barnes Kisselle P.C.,Reising Ethington P.C.,100.0
28750,"Moore and Van Allen, Pllc",Moore & Van Allen PLLC,100.0
28754,Squire Patton Boggs US LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
28755,Morrison and Foerster,Morrison & Foerster LLP,100.0
28763,Sheppard Mullin,Sheppard Mullin Richter & Hampton LLP,100.0
28773,Workman Nydegger and Seeley,Workman Nydegger,100.0
28775,Ladas and Parry LLP,"Ladas & Parry, LLP",100.0
28778,"Myers Bigel Sibley & Sajovec, PA","Myers Bigel, P.A.",100.0
28788,Kramer Levin Naftalis &Frankel LLP,Kramer Levin Naftalis & Frankel LLP,100.0
28792,"Lerner, David, Littenberg, Krumholz & Mentlik, LLP",Lerner David LLP,100.0
28794,Bryan Cave LLP,Bryan Cave Leighton Paisner LLP,100.0
28800,"Edell, Shapiro & Finnan","Edell, Shapiro & Finnan, LLC",100.0
28810,Collard & Roe PC,"Collard & Roe, P.C.",100.0
28822,"Snell & Wilmer, LLP",SNELL & WILMER L.L.P.,100.0
28825,Marshall Gerstein & Borun LLP,"MARSHALL, GERSTEIN & BORUN LLP",100.0
28828,Lee & Hayes PC,"Lee & Hayes, P.C.",100.0
28833,"WILSON SONSINI GOODRICH & ROSATI, P.C.",Wilson Sonsini Goodrich & Rosati,100.0
28844,"Raphael Bellum, PLLC",RAPHAEL BELLUM PLLC,100.0
28854,Bookoff McAndrews,"Bookoff McAndrews, PLLC",100.0
28868,"Fish & Richardson, PC Fish & Richardson P.C",Fish & Richardson P.C.,100.0
28893,HOFFMAN WARNICK,Hoffman Warnick LLC,100.0
28901,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
28906,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
28910,"Suiter Swantz LLO, PC",Suiter Swantz IP,100.0
28911,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
28912,K&L Gates,K&L Gates LLP,100.0
28915,"Birch, Stewart, Kolasch & Birch","Birch, Stewart, Kolasch & Birch, LLP",100.0
28917,Snell & Wilmer LLP,SNELL & WILMER L.L.P.,100.0
28932,Squire Patton Boggs LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
28934,"Baker Botts, LLP",Baker Botts L.L.P.,100.0
28942,"Turocy & Watson, LLP","Amin, Turocy & Watson, LLP",100.0
28944,"Sterne, Kessler, Goldstein & Fox","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
28977,"MINTZ, LEVIN, COHN, FERRIS,GLOVSKY AND POPEO, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",98.63013698630137
28980,"John Rizvi, P.A.","John Rizvi, P.A.—The Patent Professor®",100.0
28983,"Quarles & Brady, LLP",Quarles & Brady LLP,100.0
28990,Mintz Levin Cohn Ferris Glovsky and Popeo PC,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
29002,"Spencer Fane Britt & Browne, LLP",Spencer Fane LLP,100.0
29006,Kilpatrick Townsend and Stockton LLP,Kilpatrick Townsend & Stockton LLP,100.0
29012,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
29014,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
29052,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
29071,"Norris, McLaughlin & Marcus, P.A.","Norris McLaughlin, P.A.",100.0
29072,Kimberly-Clark Worldwide Inc.,"KIMBERLY-CLARK WORLDWIDE, INC.",100.0
29093,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
29094,"Foley and Lardner, LLP",Foley & Lardner LLP,100.0
29097,Dunlap Codding,"DUNLAP CODDING, P.C.",100.0
29102,Lathrop GPM Lathrop GPM,Lathrop GPM LLP,100.0
29111,Bryan Cave LLP,Bryan Cave Leighton Paisner LLP,100.0
29112,Baker Botts LLP,Baker Botts L.L.P.,100.0
29114,Dunlap Codding PC,"DUNLAP CODDING, P.C.",100.0
29116,Maginot Moore & Beck LLP,"Maginot, Moore & Beck LLP",100.0
29121,Condo Roccia LLP,Condo Roccia Koptiw LLP,100.0
29124,"Baker & McKenzie, LLP",Baker & McKenzie LLP,100.0
29125,Quarles and Brady LLP,Quarles & Brady LLP,100.0
29129,Dority & Manning P.A.,"Dority & Manning, P.A.",100.0
29133,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo PC","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
29146,"Lorenz & Kopf, LLP",Lorenz & Kopf LLP,100.0
29162,"Finnegan, Henderson, Farabow, Garrett, and Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
29166,"Conley Rose, PC","Conley Rose, P.C.",100.0
29169,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
29170,Robinson & Cole LLP,Robinson + Cole LLP,100.0
29171,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
29181,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
29196,Morrison and Foerster,Morrison & Foerster LLP,100.0
29197,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
29220,Baker and McKenzie LLP,Baker & McKenzie LLP,100.0
29223,Wolf Greenfield,"Wolf, Greenfield & Sacks, P.C.",100.0
29227,Brown Rudnick,Brown Rudnick LLP,100.0
29231,Squire Patton Boggs LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
29233,"Shumaker & Sieffert, PA","Shumaker & Sieffert, P.A.",100.0
29241,Snell & Wilmer L.L.P.,SNELL & WILMER L.L.P.,100.0
29246,Dickinson Wright RLLP,Dickinson Wright PLLC,100.0
29248,"Flaster Greenberg, P.C.",Flaster Greenberg P.C.,100.0
29254,Klarquist Sparkman LLP,"Klarquist Sparkman, LLP",100.0
29270,"Banner & Witcoff, Ltd","Banner & Witcoff, Ltd.",100.0
29273,K&L Gates,K&L Gates LLP,100.0
29287,Cantor Colburn,CANTOR COLBURN LLP,100.0
29298,Rankin Hill & Clark LLP,"Rankin, Hill & Clark LLP",100.0
29315,"Brooks Kushman, P.C.",Brooks Kushman P.C.,100.0
29325,Bryan Cave LLP,Bryan Cave Leighton Paisner LLP,100.0
29333,"Finnegan, Henderson, Farabow, Garrett, & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
29336,Foley & Lardner,Foley & Lardner LLP,100.0
29343,"Oblon, McClelland, Maier & Neustadt LLP","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
29350,WILSON SONSINI GOODRICH & ROSATI,Wilson Sonsini Goodrich & Rosati,100.0
29351,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
29354,"Finnegan Henderson Farabow Garrett & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
29359,Squire Patton Boggs (US) LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
29369,Pepper Hamilton LLP,Troutman Pepper Hamilton Sanders LLP,100.0
29373,Baker Hostetler LLP,BakerHostetler,100.0
29374,Baker & Hostetler LLP,BakerHostetler,100.0
29389,Rosenberg Klein & Lee,"Rosenberg, Klein & Lee",100.0
29400,"Rothwell, Figg, Ernst & Manbeck, PC","Rothwell, Figg, Ernst & Manbeck, P.C.",100.0
29402,Pillsbury Winthrop Shaw Pittman,Pillsbury Winthrop Shaw Pittman LLP,100.0
29408,"Kramer, Levin, Naftalis & Frankel, LLP",Kramer Levin Naftalis & Frankel LLP,100.0
29426,Pearl Cohen Zedek Latzer Baratz,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
29436,McCarter & English LLP,"McCarter & English, LLP",100.0
29438,"Armstrong Teasdale, LLP",Armstrong Teasdale LLP,100.0
29445,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
29455,"Miller Nash, LLP",Miller Nash LLP,100.0
29457,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
29460,Hayes Soloway PC,HAYES SOLOWAY P.C.,100.0
29471,Novak Druce Carroll,NOVAK DRUCE CARROLL LLP,100.0
29473,"Rossi, Kimms & McDowell LLP","ROSSI, KIMMS & McDOWELL LLP",100.0
29474,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
29487,"Lucas & Mercanti, LLP","LUCAS & MERCANTI, LLP",100.0
29498,Heslin Rothenberg Farley and Mesiti PC,Heslin Rothenberg Farley & Mesiti P.C.,100.0
29503,"KILPATRICK TOWNSEND & STOCKTON,LLP",Kilpatrick Townsend & Stockton LLP,94.91525423728814
29505,"Marshall, Gerstein and Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
29518,Jackson Walker LLP,Jackson Walker L.L.P.,100.0
29519,"Dunlap Codding, PC","DUNLAP CODDING, P.C.",100.0
29523,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
29531,"Oblon, McClelland, Maier & Neustadt L.L.P.","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
29534,Ballard Spahr,Ballard Spahr LLP,100.0
29539,"Buchanan, Ingersoll & Rooney",Buchanan Ingersoll & Rooney PC,100.0
29541,Greenblum and Bernstein P.L.C.,"GREENBLUM & BERNSTEIN, P.L.C.",100.0
29559,"Oblon McClelland Maier & Neustadt, LLP","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
29560,Greenblum and Bernstein PLC,"GREENBLUM & BERNSTEIN, P.L.C.",100.0
29572,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
29573,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
29578,"McAndrews Held & Malloy, LTD","McAndrews, Held & Malloy, Ltd.",100.0
29588,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
29589,"Bozicevic, Field &Francis LLP","Bozicevic, Field & Francis LLP",100.0
29594,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
29615,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
29623,"Wolf, Greenfield and Sacks P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
29624,"Snell & Wilmer, LLP",SNELL & WILMER L.L.P.,100.0
29632,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
29637,Sheridan Ross PC,Sheridan Ross P.C.,100.0
29648,Morrison Foerster,Morrison & Foerster LLP,100.0
29654,"Neustel Law Offices, LTD",Neustel Law Offices,100.0
29657,Klarquist Sparkman,"Klarquist Sparkman, LLP",100.0
29668,Leydig Voit & Mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
29673,Knobbe Martens,"Knobbe, Martens, Olson & Bear, LLP",100.0
29678,"Schwegman, Lundberg & Woessner","Schwegman Lundberg & Woessner, P.A.",100.0
29680,Wolf Greenfield,"Wolf, Greenfield & Sacks, P.C.",100.0
29686,"Moore and Van Allen, PLLC",Moore & Van Allen PLLC,100.0
29699,Crowell & Moring,Crowell & Moring LLP,100.0
29700,"Tarolli, Sundheim, Covell & Tummino, LLP","Tarolli, Sundheim, Covell & Tummino LLP",100.0
29706,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
29710,"Baker Botts, LLP",Baker Botts L.L.P.,100.0
29720,Knobbe Martens Olson Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
29730,Vorys Sater Seymour and Pease LLP,"Vorys, Sater, Seymour and Pease LLP",100.0
29731,"Shumaker and Sieffert, P.A.","Shumaker & Sieffert, P.A.",100.0
29744,"Wilson Sonsini Goodrich & Rosati, PC",Wilson Sonsini Goodrich & Rosati,100.0
29747,McDonnell Boehnen Hulbert & Berghoff,McDonnell Boehnen Hulbert & Berghoff LLP,100.0
29763,"Emerson Thomson Bennett, LLC","Emerson, Thomson & Bennett, LLC",100.0
29764,Ryan Mason and Lewis LLP,"Ryan, Mason & Lewis, LLP",100.0
29766,Patterson & Sheridan,"Patterson + Sheridan, LLP",100.0
29775,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
29790,"Wenderoth, Lind & Ponack, LLP","Wenderoth, Lind & Ponack, L.L.P.",100.0
29792,"Ballard Spahr, LLP",Ballard Spahr LLP,100.0
29794,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
29802,"Myers Bigel Sibley & Sajovec, PA","Myers Bigel, P.A.",100.0
29804,"Hanley, Flight, and Zimmerman, LLC","Hanley, Flight & Zimmerman, LLC",100.0
29805,Haley Guiliano,Haley Guiliano LLP,100.0
29820,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C.","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
29823,"Schwegman, Lundberg & Woessner, P.A","Schwegman Lundberg & Woessner, P.A.",100.0
29830,Morrison and Foerster,Morrison & Foerster LLP,100.0
29839,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
29850,"McCarter & English, LLP Renaissamce Centre","McCarter & English, LLP",100.0
29859,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
29861,Michael Best,Michael Best & Friedrich LLP,100.0
29868,"Wolf Greenfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
29891,Marshall Gerstein & Borun,"MARSHALL, GERSTEIN & BORUN LLP",100.0
29896,Knobbe Martens,"Knobbe, Martens, Olson & Bear, LLP",100.0
29913,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
29915,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
29917,"Sheppard, Mullin, Richter and Hampton, LLP",Sheppard Mullin Richter & Hampton LLP,100.0
29920,Lerner David Littenberg Krumholz and Mentlik LLP,Lerner David LLP,100.0
29922,"Lee, Hong, Degerman, Kang & Waimey","LEE, HONG, DEGERMAN, KANG & WAIMEY",100.0
29924,Lewis Roca Rothgerber Christie,Lewis Roca Rothgerber Christie LLP,100.0
29928,ArentFox Schiff,ArentFox Schiff LLP,100.0
29929,"McAndrew, Held & Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",97.95918367346938
29933,Saliwanchik Lloyd & Saliwanchik,"SALIWANCHIK, LLOYD & EISENSCHENK",100.0
29935,"Schwegman, Lundberg, and Woessner","Schwegman Lundberg & Woessner, P.A.",100.0
29944,Baker Botts L.L.C.,Baker Botts L.L.P.,100.0
29954,Norton Rose Fulbright US LLP.,NORTON ROSE FULBRIGHT US LLP,100.0
29957,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
29960,"Cantor Colburn, LLP",CANTOR COLBURN LLP,100.0
29962,Patterson + Sheridan LLP,"Patterson + Sheridan, LLP",100.0
29967,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
29971,Culhane Meadows PLLC,Culhane PLLC,100.0
29983,Baker & Hostetler LLP,BakerHostetler,100.0
29985,Baker & Hostetler LLP,BakerHostetler,100.0
30007,"Mueting, Raasch & Gebhardt, P.A.",Mueting Raasch Group,100.0
30018,"Saliwanchik, Lloyd & Eisenschenk SLE Patents","SALIWANCHIK, LLOYD & EISENSCHENK",100.0
30023,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
30024,"Thomas Horstemeyer, LLP","Thomas | Horstemeyer, LLP",100.0
30025,"Finnegan, Henderson, Farabow, Garrett & Dunner","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
30026,Calfee Halter & Griswold,"Calfee, Halter & Griswold LLP",100.0
30031,"Muncy, Geissler, Olds & Lowe, PLLC","Muncy, Geissler, Olds & Lowe, P.C.",100.0
30046,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
30061,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
30062,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
30066,"Leydig Voit & Mayer, LTD.","Leydig, Voit & Mayer, Ltd.",100.0
30071,Crowell and Moring LLP,Crowell & Moring LLP,100.0
30076,McNees Wallace and Nurick LLC,McNees Wallace & Nurick LLC,100.0
30083,Pepper Hamilton LLP,Troutman Pepper Hamilton Sanders LLP,100.0
30101,"Sheridan Ross, PC",Sheridan Ross P.C.,100.0
30106,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
30107,"Ware Fressola Maguire & Barber, LLP","Ware, Fressola, Maguire & Barber LLP",100.0
30108,"Alston & Bird, LLP",Alston & Bird LLP,100.0
30116,"Renner, Otto, Boisselle and Sklar, LLP","Renner, Otto, Boisselle & Sklar, LLP",100.0
30123,Haynes Boone LLP,"Haynes and Boone, LLP",100.0
30156,Lathrop GPM,Lathrop GPM LLP,100.0
30162,Alston & Bird,Alston & Bird LLP,100.0
30166,"Muirhead & Saturnelli, LLC","Muirhead and Saturnelli, LLC",100.0
30174,DLA Piper LLP,DLA Piper LLP (US),100.0
30185,Knobbe Martens Olson & Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
30223,"Wolf Greenfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
30229,"Ditthavong & Steiner, P.C.","DITTHAVONG, STEINER & MLOTKOWSKI",100.0
30239,"Benesch, Friedlander, Coplan & Arnoff, LLP",Benesch Friedlander Coplan & Aronoff LLP,98.50746268656717
30245,Arent Fox LLP,ArentFox Schiff LLP,100.0
30259,Rossi Kimms & McDowell LLP,"ROSSI, KIMMS & McDOWELL LLP",100.0
30264,"Pillsbury, Winthrop, Shaw, Pittman, LLP",Pillsbury Winthrop Shaw Pittman LLP,100.0
30274,"Michael Best and Friedrich, LLP attn: Nick Schaefer",Michael Best & Friedrich LLP,100.0
30279,"Bacon & Thomas, PLLC","BACON & THOMAS, PLLC",100.0
30290,"Miles & Stockbridge, P.C. (Law Firm)","Miles & Stockbridge, P.C.",100.0
30291,"Troutman Pepper HAmilton Sanders, LLP",Troutman Pepper Hamilton Sanders LLP,100.0
30305,Condo Roccia LLP,Condo Roccia Koptiw LLP,100.0
30306,Frost Brown Todd LLC,Frost Brown Todd LLP,100.0
30311,"Amin, Turocy & Watson LLP","Amin, Turocy & Watson, LLP",100.0
30313,McAndrews Held & Malloy Ltd,"McAndrews, Held & Malloy, Ltd.",100.0
30317,"Wood, Herron & Evans, L.L.P.",Wood Herron & Evans LLP,100.0
30321,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
30322,Helsin Rothenberg Farley Mesiti P.C.,Heslin Rothenberg Farley & Mesiti P.C.,96.7741935483871
30339,"Schwegman, Lundberg & Woessner","Schwegman Lundberg & Woessner, P.A.",100.0
30343,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
30345,Snell & Wilmer L.L.P,SNELL & WILMER L.L.P.,100.0
30355,Bryan Cave LLP,Bryan Cave Leighton Paisner LLP,100.0
30357,"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
30358,"Shook Hardy & Bacon, LLP","Shook, Hardy & Bacon L.L.P.",100.0
30364,"Seager, Tufte & Wickhem LLP","Seager, Tufte & Wickhem, LLP",100.0
30370,"Carter, Deluca, & Farrell, LLP","Carter, DeLuca & Farrell LLP",100.0
